TGT: 230.0 | POT: 224.6 | PWM: 225.0 | ERR: 5.4 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.1 | PWM: 32.2 | ERR: -0.1 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.1 | PWM: 32.2 | ERR: -0.1 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.1 | PWM: 29.5 | ERR: -0.1 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.4 | PWM: 29.5 | ERR: -0.4 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.1 | PWM: 29.4 | ERR: -0.1 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.4 | PWM: 29.4 | ERR: -0.4 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 229.9 | PWM: 45.3 | ERR: 0.1 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.4 | PWM: 45.3 | ERR: -0.4 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 229.9 | PWM: 42.7 | ERR: 0.1 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.1 | PWM: 42.7 | ERR: -0.1 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.1 | PWM: 26.8 | ERR: -0.1 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.1 | PWM: 26.8 | ERR: -0.1 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.1 | PWM: 29.4 | ERR: -0.1 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.4 | PWM: 29.4 | ERR: -0.4 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.1 | PWM: 29.3 | ERR: -0.1 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.4 | PWM: 29.3 | ERR: -0.4 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.1 | PWM: 29.2 | ERR: -0.1 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.4 | PWM: 29.2 | ERR: -0.4 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.4 | PWM: 13.2 | ERR: -0.4 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.1 | PWM: 13.2 | ERR: -0.1 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.1 | PWM: 31.6 | ERR: -0.1 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 229.9 | PWM: 31.6 | ERR: 0.1 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.4 | PWM: 12.9 | ERR: -0.4 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.1 | PWM: 12.9 | ERR: -0.1 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.1 | PWM: 31.3 | ERR: -0.1 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 229.9 | PWM: 31.3 | ERR: 0.1 | DIR: FWD | K: 50.00,5.00,1.00
TGT: 230.0 | POT: 230.1 | PWM: 31.6 | ERR: -0.1 | DIR: FWD | K: 30.00,2.00,0.80
Got angle: 90.0
TGT: 95.0 | POT: 230.4 | PWM: 31.6 | ERR: -135.4 | DIR: FWD | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 230.1 | PWM: -225.0 | ERR: -135.1 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 219.6 | PWM: -225.0 | ERR: -124.6 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 208.2 | PWM: -225.0 | ERR: -113.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 191.3 | PWM: -225.0 | ERR: -96.3 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 174.2 | PWM: -225.0 | ERR: -79.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 157.8 | PWM: -225.0 | ERR: -62.8 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 139.6 | PWM: -225.0 | ERR: -44.6 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 121.4 | PWM: -225.0 | ERR: -26.4 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 106.1 | PWM: -105.5 | ERR: -11.1 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 97.4 | PWM: -105.5 | ERR: -2.4 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 90.3 | PWM: 225.0 | ERR: 4.7 | DIR: FWD | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: 225.0 | ERR: -0.0 | DIR: FWD | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 102.7 | PWM: -225.0 | ERR: -7.7 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 96.9 | PWM: -225.0 | ERR: -1.9 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 93.7 | PWM: 69.9 | ERR: 1.3 | DIR: FWD | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 96.1 | PWM: 69.9 | ERR: -1.1 | DIR: FWD | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.8 | PWM: -82.3 | ERR: -0.8 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.5 | PWM: -82.3 | ERR: -0.5 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 96.1 | PWM: -75.6 | ERR: -1.1 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.3 | PWM: -75.6 | ERR: -0.3 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.5 | PWM: -53.6 | ERR: -0.5 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -53.6 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -37.7 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -37.7 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.3 | PWM: -52.0 | ERR: -0.3 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.3 | PWM: -52.0 | ERR: -0.3 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -39.9 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -39.9 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.5 | PWM: -62.2 | ERR: -0.5 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -62.2 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.3 | PWM: -48.0 | ERR: -0.3 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -48.0 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -40.1 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -40.1 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -32.1 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.5 | PWM: -32.1 | ERR: 0.5 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -44.2 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.3 | PWM: -44.2 | ERR: -0.3 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -42.1 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -42.1 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.5 | PWM: -22.0 | ERR: 0.5 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -22.0 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -46.2 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.3 | PWM: -46.2 | ERR: -0.3 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.3 | PWM: -52.1 | ERR: -0.3 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -52.1 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -29.9 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -29.9 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.5 | PWM: -24.0 | ERR: 0.5 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.3 | PWM: -24.0 | ERR: -0.3 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -46.2 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -46.2 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -41.9 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -41.9 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -31.9 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -31.9 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -44.0 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -44.0 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -31.8 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -31.8 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -44.0 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -44.0 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.3 | PWM: -51.9 | ERR: -0.3 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -51.9 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -39.8 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.3 | PWM: -39.8 | ERR: -0.3 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -31.8 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -31.8 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -33.9 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -33.9 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -33.8 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -33.8 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -33.8 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -33.8 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -33.7 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -33.7 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -33.7 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -33.7 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -33.6 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.3 | PWM: -33.6 | ERR: -0.3 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -33.6 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -33.6 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -43.6 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -43.6 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -31.4 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -31.4 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -43.6 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -43.6 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.3 | PWM: -51.5 | ERR: -0.3 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -51.5 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -39.4 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -39.4 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.3 | PWM: -51.6 | ERR: -0.3 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -51.6 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -39.5 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -39.5 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -41.6 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -41.6 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.3 | PWM: -51.7 | ERR: -0.3 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -51.7 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -39.5 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -39.5 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -31.6 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -31.6 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -33.6 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.8 | PWM: -33.6 | ERR: -0.8 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.3 | PWM: -53.7 | ERR: -0.3 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -53.7 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.3 | PWM: -49.6 | ERR: -0.3 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -49.6 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -29.5 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -29.5 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 95.0 | PWM: -43.7 | ERR: -0.0 | DIR: REV | K: 30.00,2.00,0.80
TGT: 95.0 | POT: 94.8 | PWM: -31.5 | ERR: 0.2 | DIR: REV | K: 30.00,2.00,0.80
Got angle: 2400.0
TGT: 2400.0 | POT: 95.3 | PWM: -31.5 | ERR: 2304.7 | DIR: REV | K: 30.00,2.00,0.80
TGT: 2400.0 | POT: 94.8 | PWM: 225.0 | ERR: 2305.2 | DIR: FWD | K: 30.00,2.00,0.80
TGT: 2400.0 | POT: 103.2 | PWM: 225.0 | ERR: 2296.8 | DIR: FWD | K: 30.00,2.00,0.80
TGT: 2400.0 | POT: 114.0 | PWM: 225.0 | ERR: 2286.0 | DIR: FWD | K: 30.00,2.00,0.80
TGT: 2400.0 | POT: 129.1 | PWM: 225.0 | ERR: 2270.9 | DIR: FWD | K: 30.00,2.00,0.80
TGT: 2400.0 | POT: 146.5 | PWM: 225.0 | ERR: 2253.5 | DIR: FWD | K: 30.00,2.00,0.80
TGT: 2400.0 | POT: 168.7 | PWM: 225.0 | ERR: 2231.3 | DIR: FWD | K: 30.00,2.00,0.80
TGT: 2400.0 | POT: 185.8 | PWM: 225.0 | ERR: 2214.2 | DIR: FWD | K: 30.00,2.00,0.80
TGT: 2400.0 | POT: 187.9 | PWM: 225.0 | ERR: 2212.1 | DIR: FWD | K: 30.00,2.00,0.80
TGT: 2400.0 | POT: 189.8 | PWM: 225.0 | ERR: 2210.2 | DIR: FWD | K: 30.00,2.00,0.80
TGT: 2400.0 | POT: 193.2 | PWM: 225.0 | ERR: 2206.8 | DIR: FWD | K: 30.00,2.00,0.80
TGT: 2400.0 | POT: 202.2 | PWM: 225.0 | ERR: 2197.8 | DIR: FWD | K: 30.00,2.00,0.80
